review_description,rating
لمانجرب الاول ونبقانقول رأينالان المراجعات سلبية لهذاالتطبيق,1
مررره رائع وفر علينا مشاوير..بس أفضل تطلبي بدري☺,1
روعه البرنامج متفوق,1
مريحة,1
"برنامج جميل لسهولة التوصيل والطلب ولكن اذا امكن جعل جميع المطاعم توصل جميع 
المناطق",1
مرررررررره حلو ١٠٠٠٠٠٠٠٠٠٠,1
الموقع جيد وحلو هههههههههههه,1
مفيش رقم لخدمه العملاء ولا نتواصل لو في مشكله وبعدين بيكتبو خطوط والكباتن بتقول ميش بنمشي من هناك بجد حاجه صعبه جدا,-1
احلى موقع شفته اهنيكم والله,1
ي جماعه ترا لما الواحد يطلب المطعم مو فاتح لك لوحدك ويجيك بسرعه ترا في غيرك يطلبو وتكونو مجموعه في السره يعني تستني لين يجي دورك يوصل لك وغير كده الي يوصل يرؤح اماكن كثيره وزحمة الشوارع هي الي تسبب التاخير ويبرد الاكل ف عشان كده بلا كسل روحو وجيبو لنفسكم بنسبه للبنات يقدرو يطلعو لمزين يجيبو اعتقد مالت عليكم عقول بقر,1
واو راءع,1
كذابين,-1
جميل مره وودي تكافون مطعم تكساس وربي روعه هو المطعم الوحيد الي قيمت عشانه,1
أسوء تطبيق توصيل في مصر,-1
ممتاز😍,1
راااايع,1
تطبيق سئ جدا الحساب يتقفل من غير اى سبب و خلاص,-1
وحش جدا,-1
تحبكم العافيه 💖💖💖💖,1
البرنامج سئ للغايه,-1
ماشاءالله الاكل لذيذ و نظيف والاسعار حلوه والسرعه فالتوصيل,1
ممتاز والاكل طازج وحار,1
المطاعم قليلة نرجوا زيادة المطاعم,1
بطئ استجابة خدمة العملاء ،، وقصر مدة صلاحية عروض الكاش باك مما يقلل الاستفادة منها تكاد الاستفادة منعدمة .,0
الخدامة كتير منيحا,1
تطبيق ممتاز ومنظم,1
فندي,1
بالمختصر انتم رائعين,1
غالبا الطلبات تتاخر كثير مع ان كل المطاعم حولنا,0
شركة محترمة,1
أفضل دليفري عن طريق طلبات💕,1
مره حلو ميتخروا بس اسعارهم عاليه,1
مشروع ممتاز ر أرجوا ان يستمر و يتطور,1
دايما مثال وجدارة الله يقويكم,1
عجيبببب و يوصل الساعه كامل أو أقل,1
رووووعة,1
الموقع سهل وحلو الله يوفقكم,1
المعامله جدا سيئه تم الغاء الطلب من قبل طلبات من غير أن يخبرني والسبب عدم وجود سائقين ..هل معقول تطبيق عالمي مثل طلبات يرتكب مثل هذا الخطأ,-1
٢ وعليكم,1
تطبيق يعبيلك بطنك 😁😁,1
يا جماعه يا جماعه الموقع مفيد و مره حلو بس في اطفال يحملو التطبيق و مو عارفين وش يسون عشان كذا يقيمو التطبيق تقيم سيئ ولاكن انا عمري ١٧ و عارفه للتطبيق و مره حلو و فيه كل شي تبينه😱❤❤❤,1
مقزف ومزعج,-1
مواعيد مش مظبوطه و رحلات بتتلغي بدون علمك,-1
سيء جدا !!!!!!!!!!!!,-1
ف بعض المشاكل نفس باقي البرامج,-1
جميل اوي,1
ممتازة جدا المعاملة والوقت والنظام,1
والله ي ناس اسوى برنامج شفتو طالب الاكل ساعة5 داقين عليه الساعة 8 قلتلهم حطو الاكل في طيزكم مره خايس والله طلبت من هلفود 45 دقيقة تلاقي تحت بيتكم انصحم لاتحملوو حملوو برنامج هلفوود,-1
احلا تبيق بمر علي,1
غير جيدا ومتاخر في التوصيل في طلبات go,-1
Fantastic😍👌,1
ممتاز لكن بعض المرات يطول,1
برنامج فاشل وخدمة تعيسه من تجربه طلب مطعم من المطاعم وتاخر ٣ ساعات خلال ساعات اتاخير قاعد اكلمهم كلمت تقريبن اربع موظفين كل واحد نطرني نص ساعه ولا واحد فادني بشي يكتبلي الطلب متاخر ويسكت,-1
مرا اخنصر لي مشاويري,1
فاااااااااااااااااااااااشل. فاااااااااااااااااأااااااااااااااااااااااااااااااااللاالل,-1
سيئه للغايه,-1
احلا تتبيق,1
ممتاز جدا. لا بديل,1
رااااااااااااائع جدآ,1
🤢🤮🤢🤮🤢🤮🤢🤮🤢🤮🤢🤮🤢🤮🤢🤮🤢,-1
ترني معرف كيف استعمله,1
يسهل الطلبات لدي شكرا طلبات,1
مطعم الرومانسية أطلب بس موجود في القائمة الطعام؟,1
اخويا معاه خط فودافون وكل شوية عمال يجيله 3000ميجا وهديات تانية كتير من تطبيق انا فدافون,-1
الحد مب موجوده فل خريطه,-1
في احد ينصحني في هاذا التطبيق وانا الان ساقيم التطبيق حسب التعليقات,-1
بصراحه جامد جدااا,1
20/100,1
احسن موقع طلبات بالعالم(طلبات),1
اتمنى يعطوني رصيد طلبات باي بكون سعيد جدا شكرا طلبات,-1
روان🌹🌹🌹🌹🌹🌹🌹🌹  🌹😷😢😓😷😢💨🌹  🌹💝💉🍵💊💐💝🌹  🌹  GetBetter Soon!  🌹  🌹🌹🌹🌹🌹🌹🌹🌹,1
بيبي,1
ممتاز في دبي,1
شركة زبالة و سواقينهم كذلك، بيمشي ويسيبك حتى لو كلمته قلتله انك موجود ف المكان، و مش بيلتزموا بخط السير المحدد ع الخريطة و نزلني ف مكان بعيد جدا عن بيتي اضطريت اخد مواصلة ، اضافة الى طريقة التعامل السيئة,-1
زي الخره لا انصح بتحميله,-1
برنامج توصيل سئ جدا 1. بيختار المكان اللى هيوصلة 2. مفيش ميزة غير أنه صارف على الابلكيشن 3 . معندوش قاعد بيشتغل عليها غير مكسبي الاول,-1
مش عايز يشغل هولازم رقم we ولا اي رقم عادي,-1
عادي مهب لذيك الدرجة,0
بيهنج ع طول واوقات مبيفتحش ومفروض يبقا فيه اكواد بديله للتطبيق الزفت دا,-1
محترم,1
وجبات سريعة وحلويات فقط,-1
أحسن تطبيق واجود شركه,1
سويفل ممتاز جدا سيارات ممتازة مواعيد جيدة وكباتن قمة فى الاحترام والأسعار خارج المنافسة خاصة فىظل وجود عروض اسبوعية تكاد تكون مجانية مشاكله الوحيدة وجود بعض السائقين من خارج اسكندرية لا يعرفون الاماكن ولا يجيدون استخدام GPS,1
صار سيييء بقوة,-1
مميز لأبعد الحدود,1
تطبيق رائع بس ياريت لا يقتصر شحنه من السنترال أو بنك مصر فقط وكمان يرجى إضافة شحن رصيد لكافة الشبكات الاخرى وليس وي فقط,-1
شكثر سار لي احاول افتح البرنامج مو راضي اول مرة يسوي لي جدي واحنا من سكان منطقه صباح الاحمد وهذا البرنامج يهبل هو لوحيد الي يوصل عندنا طلبات طبعا بعض المطاعم مو وايد نتمنى تشتغلو على البقالات والمزيد من المطاعم لانه المنطقه الحين كبرت وزادو سكان فيها يعني اشتغلو اكثر على البقالات والمطاعم,1
احسن موقع للكل ❤😋,1
شكراً لكم ويعطيكم العافية .  البحرين,1
ممتاز.. ولكن يحتاج تطوير بسيط,1
أسوأ خدما اتعا ملت معاها,-1
ممتاز الصراحه,1
المواعيد مظبوطه لاكن اسعار الباقات أصبحت عاليه جدا واشتراك الباقه لا يخصم شئ من ثمن الرحله بالعكس اشتراك الباقه بيعلي ثمن الرحله,-1
اسرع تطبيق لتوصيل الاكل والشرب,1
تطبيق فوق الممتاز بصراحة أستخدمها في أغلب الحالات وملاحظة واحدة فقط وهو تخفيض سعر التوصيل,1
اناما حملتها بس اسل يوصلون لسر,1
نجمة حتى يتم انصاف الكابتن,-1
"تجربه جيده بس ينقصها عدم اهتمام خدمة العملاء بالعميل ...كل مره بتواصل مع الشركه وللاسف لم احد رد او اتصال منهم
",0
التطبيق يجننن😎,1
بس دعايه .لايدعم التوصيل للامين الثانيه..,-1
Swgue,1
ليش ماتعطوني نقااط,-1
وايييد زين ممتاز,1
وااو جدا رااائع ومن غيركم راااح اضيع  🖒            شكرا على مجهوودكم الطيب .. بس ياريت توصلون من المطاعم اللي شوي ابعد عن المنطقه ...,1
ء.,-1
احلي مطعم شوفتة في حياتي,-1
جميلة جدا واستغلال ممتاز في,1
حلو و سهل جدا,1
كان في البدايه ممتاز وسريع ولكن حاليا سيئ جدا ودائما يتأخر لأكثر من ساعه . ولما تكلمهم تشتكي بس يعتذرون . طيب شوفوا حل للتأخير الي عندكم هذا آخر تعامل وساقوم بحذف التطبيق واستخدام تطبيق توصيل أخر,-1
برنامج رااائع لتوصيل الطلبات بسهوله من غير دفع رصيد زائد ههههههه nice !!,1
انهو جيد وسريع,1
مريح في نقل الأطعمة شكرا على الخدمة,1
طلبت قبل أذان الفجر ب ساعتين و يقول انه وصل الطلب و انا م وصلني شي و يوم اتواصل مع الدعم يقول كلمتهم ويسحب علي و باقي الحين ١٠ دقايق على السحور وانا م اكلت شي ب سببكم الله لايوفقكم .. اذا انتو مو قد تطبيق قفلوه يا افشل تطبيق مطاعم,-1
